Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CP00163,6/18/2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.511474,Daylight,City of London,None,-0.082772,1,1,City of London,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car
200901CP00164,6/19/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.511073,Daylight,City of London,None,-0.102388,1,1,City of London,Dry,Dual carriageway,30,9:00,Urban,Fine no high winds,Car
200901CP00166,6/19/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513656,Daylight,City of London,None,-0.10084,1,2,City of London,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
200901CP00169,6/22/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.514557,Daylight,City of London,None,-0.089849,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
200901CP00171,6/23/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.517635,Darkness - lights lit,City of London,None,-0.096639,1,1,City of London,Dry,Single carriageway,30,22:50,Urban,Fine no high winds,Car
200901CP00173,6/23/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.520075,Daylight,City of London,None,-0.097402,1,2,City of London,Dry,Dual carriageway,30,13:20,Urban,Fine no high winds,Car
200901CP00174,6/25/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.517057,Daylight,City of London,None,-0.088735,1,2,City of London,Dry,Single carriageway,30,8:38,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00176,6/22/2021,Monday,Auto traffic signal,Crossroads,Slight,51.517149,Daylight,City of London,None,-0.088875,1,2,City of London,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00177,6/26/2021,Friday,Auto traffic signal,Crossroads,Slight,51.517462,Daylight,City of London,None,-0.080502,1,1,City of London,Dry,Single carriageway,30,16:16,Urban,Fine no high winds,Car
200901CP00178,6/29/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.512824,Daylight,City of London,None,-0.088336,1,2,City of London,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Car
200901CP00179,6/30/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.51578,Daylight,City of London,None,-0.082158,1,2,City of London,Dry,Dual carriageway,30,19:06,Urban,Fine no high winds,Car
200901CP00180,6/30/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514163,Daylight,City of London,None,-0.07675,1,2,City of London,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
200901CP00181,6/29/2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.514191,Daylight,City of London,None,-0.083955,1,2,City of London,Dry,Dual carriageway,30,6:30,Urban,Fine no high winds,Car
200901CP00182,7/14/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.515247,Daylight,City of London,None,-0.104665,1,2,City of London,Wet or damp,Single carriageway,30,18:26,Urban,Raining no high winds,Car
200901CP00183,7/14/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.509373,Daylight,City of London,None,-0.086319,1,2,City of London,Dry,Dual carriageway,30,12:37,Urban,Fine no high winds,Car
200901CP00184,7/1/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.509348,Daylight,City of London,None,-0.084734,2,1,City of London,Dry,Dual carriageway,30,20:00,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00185,7/14/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.517462,Daylight,City of London,None,-0.080502,1,1,City of London,Wet or damp,Single carriageway,30,16:04,Urban,Fine no high winds,Other vehicle
200901CP00186,7/17/2021,Friday,Auto traffic signal,Crossroads,Slight,51.51338,Darkness - lights lit,City of London,None,-0.083845,1,1,City of London,Wet or damp,Single carriageway,30,23:26,Urban,Fine no high winds,Car
200901CP00188,7/22/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.512464,Daylight,City of London,None,-0.088351,1,1,City of London,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901CP00189,7/22/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.51704,Daylight,City of London,None,-0.087727,1,1,City of London,Dry,Single carriageway,30,14:33,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00191,7/24/2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.517043,Darkness - lights lit,City of London,None,-0.087871,1,2,City of London,Dry,Single carriageway,30,23:55,Urban,Fine no high winds,Car
200901CP00192,7/24/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.512466,Daylight,City of London,None,-0.105069,1,2,City of London,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CP00194,7/25/2021,Saturday,Auto traffic signal,Roundabout,Slight,51.517535,Daylight,City of London,None,-0.107165,1,1,City of London,Dry,Roundabout,30,16:57,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CP00195,7/25/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.517241,Darkness - lights lit,City of London,None,-0.089016,1,2,City of London,Dry,Single carriageway,30,22:18,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CP00196,7/27/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.512901,Daylight,City of London,None,-0.104186,1,2,City of London,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901CP00197,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.515721,Daylight,City of London,None,-0.10061,1,2,City of London,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901CP00198,7/13/2021,Monday,Auto traffic signal,Crossroads,Slight,51.509858,Daylight,City of London,None,-0.08846,1,2,City of London,Dry,Dual carriageway,30,6:53,Urban,Fine no high winds,Car
200901CP00199,7/29/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.517552,Daylight,City of London,None,-0.080499,1,2,City of London,Wet or damp,Single carriageway,30,15:22,Urban,Raining no high winds,Car
200901CP00200,7/25/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.510836,Daylight,City of London,None,-0.093319,2,2,City of London,Dry,Dual carriageway,30,17:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CP00201,7/30/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.515648,Daylight,City of London,None,-0.07957,1,2,City of London,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
200901CP00202,7/31/2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.510818,Daylight,City of London,None,-0.08669,1,2,City of London,Dry,Dual carriageway,30,14:10,Urban,Fine no high winds,Car
200901CP00203,7/30/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.51719,Daylight,City of London,None,-0.108044,1,2,City of London,Dry,Single carriageway,30,14:52,Urban,Fine no high winds,Car
200901CP00204,7/1/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.506526,Darkness - lights lit,Southwark,None,-0.088167,2,1,Metropolitan Police,Dry,Dual carriageway,30,1:00,Urban,Fine no high winds,Car
200901CP00205,7/6/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513083,Daylight,City of London,None,-0.104323,1,1,City of London,Dry,Single carriageway,30,9:22,Urban,Fine no high winds,Car
200901CP00206,7/7/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.510984,Daylight,City of London,None,-0.108013,1,1,City of London,Wet or damp,Dual carriageway,30,14:50,Urban,Raining no high winds,Car
200901CP00207,7/7/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.52139,Daylight,Hackney,None,-0.078751,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:44,Urban,Fine no high winds,Car
200901CP00208,7/8/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513652,Daylight,City of London,None,-0.083977,1,2,City of London,Wet or damp,Single carriageway,30,10:20,Urban,Fine no high winds,Car
200901CP00209,7/8/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509535,Daylight,City of London,None,-0.079683,1,2,City of London,Dry,Dual carriageway,30,9:20,Urban,Fine no high winds,Car
200901CP00210,7/10/2021,Friday,Auto traffic signal,Crossroads,Slight,51.517414,Daylight,City of London,None,-0.088576,1,1,City of London,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
200901CP00211,7/10/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.510896,Daylight,City of London,None,-0.10254,1,2,City of London,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901CP00212,7/12/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50953,Darkness - lights lit,City of London,None,-0.079395,1,2,City of London,Wet or damp,Single carriageway,30,2:51,Urban,Raining no high winds,Taxi/Private hire car
200901CP00213,8/6/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.509059,Daylight,City of London,None,-0.083594,1,1,City of London,Wet or damp,Dual carriageway,30,18:30,Urban,Raining no high winds,Car
200901CP00214,8/9/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513278,Daylight,City of London,None,-0.088605,1,1,City of London,Dry,Single carriageway,30,18:59,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00215,8/10/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.509925,Daylight,City of London,None,-0.08154,1,2,City of London,Dry,Single carriageway,30,17:13,Urban,Fine no high winds,Other vehicle
200901CP00216,8/10/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513275,Daylight,City of London,None,-0.088461,1,2,City of London,Dry,Single carriageway,30,18:01,Urban,Fine no high winds,Car
200901CP00217,8/10/2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.510652,Daylight,City of London,None,-0.093038,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Car
200901CP00218,8/11/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.513207,Daylight,City of London,None,-0.084284,4,2,City of London,Dry,Single carriageway,30,8:38,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00219,8/11/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510211,Daylight,City of London,None,-0.082537,1,3,City of London,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
200901CP00220,8/16/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.509424,Daylight,Tower Hamlets,None,-0.07839,1,1,Metropolitan Police,Dry,Single carriageway,30,19:33,Urban,Fine no high winds,Car
200901CP00221,8/18/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.509118,Daylight,City of London,None,-0.087194,3,4,City of London,Dry,Dual carriageway,30,8:20,Urban,Fine no high winds,Car
200901CP00224,8/25/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518873,Daylight,City of London,None,-0.100911,1,2,City of London,Dry,Single carriageway,30,16:38,Urban,Fine no high winds,Car
200901CP00226,8/14/2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.518706,Daylight,City of London,None,-0.079585,1,2,City of London,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
200901CP00227,8/30/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.511967,Darkness - lights lit,City of London,None,-0.102063,1,2,City of London,Dry,Dual carriageway,30,5:37,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CP00233,9/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.511145,Daylight,City of London,None,-0.073706,1,2,City of London,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Taxi/Private hire car
200901CP00235,10/1/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.515721,Daylight,City of London,None,-0.10061,1,2,City of London,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901CP00238,9/28/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51131,Daylight,City of London,None,-0.089264,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
200901CP00239,9/14/2021,Monday,Auto traffic signal,Crossroads,Slight,51.517147,Daylight,City of London,None,-0.088731,1,2,City of London,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Car
200901CP00240,9/3/2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.515361,Daylight,City of London,None,-0.089527,4,1,City of London,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
200901CP00241,9/8/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.511632,Darkness - lights lit,City of London,None,-0.081468,1,2,City of London,Dry,Single carriageway,30,19:34,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00242,9/8/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510149,Daylight,City of London,None,-0.089745,1,2,City of London,Dry,Single carriageway,30,9:40,Urban,Fine no high winds,Agricultural vehicle
200901CP00243,9/10/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510742,Daylight,City of London,None,-0.093035,1,2,City of London,Dry,Dual carriageway,30,9:27,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00244,9/9/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.514893,Daylight,City of London,None,-0.082916,1,1,City of London,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901CP00245,9/22/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.512005,Daylight,City of London,None,-0.104367,1,2,City of London,Dry,Single carriageway,30,8:43,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00246,9/24/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.511819,Daylight,City of London,Pedestrian in carriageway - not injured,-0.098466,1,1,City of London,Dry,Single carriageway,30,8:35,Urban,Fine no high winds,Car
200901CP00247,9/4/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.518171,Darkness - lights lit,City of London,None,-0.079896,2,1,City of London,Dry,Single carriageway,30,19:42,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00248,9/23/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.513467,Daylight,City of London,None,-0.100271,1,1,City of London,Dry,Single carriageway,30,9:39,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00250,9/27/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.510592,Darkness - lights lit,City of London,None,-0.083818,1,1,City of London,Dry,Single carriageway,30,6:01,Urban,Fine no high winds,Car
200901CP00251,9/28/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.509644,Daylight,City of London,None,-0.080831,1,2,City of London,Dry,Single carriageway,30,18:20,Urban,Fine no high winds,Car
200901CP00252,9/25/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.51025,Darkness - lights lit,City of London,None,-0.090461,1,1,City of London,Dry,Dual carriageway,30,19:30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00253,9/25/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513179,Darkness - lights lit,City of London,None,-0.09913,1,1,City of London,Dry,Single carriageway,30,1:53,Urban,Fine no high winds,Taxi/Private hire car
200901CP00254,9/24/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.515249,Daylight,City of London,None,-0.104809,1,2,City of London,Dry,Single carriageway,30,17:17,Urban,Fine no high winds,Car
200901CP00256,9/22/2021,Tuesday,Auto traffic signal,T or staggered junction,Fatal,51.509556,Darkness - lights lit,City of London,None,-0.086455,1,2,City of London,Dry,Dual carriageway,30,6:15,Urban,Fine no high winds,Car
200901CP00257,9/21/2021,Monday,Auto traffic signal,T or staggered junction,Fatal,51.515716,Daylight,City of London,None,-0.100322,1,3,City of London,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00258,9/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Fetal,51.513656,Daylight,City of London,None,-0.10084,1,2,City of London,Dry,Single carriageway,30,13:03,Urban,Fine no high winds,Car
